R-id,class,reactions,cluster
45682,7,CC(C)c1ccc(N)cc1.O=C(Cl)Oc1ccc([N+](=O)[O-])cc1>>CC(C)c1ccc(NC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1.Cl,7
13610,1,C=O.COC(=O)c1c(-c2ccc(F)cc2)c(-c2ccncc2)c(N2CCNCC2)n1C.[H].[H]>>COC(=O)c1c(-c2ccc(F)cc2)c(-c2ccncc2)c(N2CCN(C)CC2)n1C.O,12
9391,6,CCOC(=O)C1=C(CBr)NC(c2nc(CC(=O)NC(C)C)cs2)=NC1c1ccc(F)cc1Br.O=C(O)C1COCCN1>>CCOC(=O)C1=C(CN2CCOCC2C(=O)O)NC(c2nc(CC(=O)NC(C)C)cs2)=NC1c1ccc(F)cc1Br.Br,0
26594,2,Cc1ccc(B2OC(C)(C)C(C)(C)O2)cn1.Cc1ccc2c(c1)c1c(n2-c2ccccc2Br)CCN(C)C1>>Cc1ccc2c(c1)c1c(n2-c2ccccc2-c2ccc(C)nc2)CCN(C)C1.CC1(C)OB(Br)OC1(C)C,15
36887,6,CC(C)(C)OC(=O)N1CC[C@H](OS(C)(=O)=O)[C@H](F)C1.CCc1nn(Cc2cn[nH]c2)c2cccc(NC(=O)c3cnc4ccccn34)c12>>CCc1nn(Cc2cnn([C@@H]3CCN(C(=O)OC(C)(C)C)C[C@H]3F)c2)c2cccc(NC(=O)c3cnc4ccccn34)c12.CS(=O)(=O)O,2
29141,6,Cc1cn(-c2ccc(NC(N)=S)cc2F)cn1.O=C1C(Br)CCCC1c1ccccc1>>Cc1cn(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2F)cn1.Br.O,78
5573,9,CC[C@@H]1c2c(C#N)ncn2-c2cnc(Cl)nc2N1C1CCCC1.COc1cc(C(=O)O)ccc1N>>CC[C@@H]1c2c(C#N)ncn2-c2cnc(Nc3ccc(C(=O)O)cc3OC)nc2N1C1CCCC1.Cl,7
36570,9,N#CCC1(CC=O)CC1.O.C[Mg]Cl>>CC(O)CC1(CC#N)CC1.O[Mg]Cl,109
38967,6,CS(=O)(=O)Cl.Cc1cc(Nc2nccc(C(F)F)n2)cc(-c2cnn(CCN)c2)c1>>Cc1cc(Nc2nccc(C(F)F)n2)cc(-c2cnn(CCNS(C)(=O)=O)c2)c1.Cl,3
27509,1,O=CC1=C(c2ccc(Cl)c(Cl)c2)N2CCN=C2S1.[H].[H]>>OCC1=C(c2ccc(Cl)c(Cl)c2)N2CCN=C2S1,32
48589,1,C#C[C@@](C)(O)c1noc(C)n1.CC(C)(F)c1nn(-c2ccnc(N)n2)c2cc(Br)ccc12>>Cc1nc([C@](C)(O)C#Cc2ccc3c(C(C)(C)F)nn(-c4ccnc(N)n4)c3c2)no1.Br,30
37241,2,CCOC(=O)[C@@]12C[C@H]1C=CCCCCC[C@H](NC(=O)c1cc(C)on1)C(=O)N1C[C@H](Oc3nc4ccccc4c4ccccc34)C[C@H]1C(=O)N2.O>>Cc1cc(C(=O)N[C@H]2CCCCCC=C[C@@H]3C[C@@]3(C(=O)O)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)no1.CCO,23
38042,2,C[C@@]1(c2cc(Br)ccc2F)CS(=O)(=O)C2(CC(F)(F)C2)C(N)=N1.Cc1cc(Cl)cnc1C(N)=O>>Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C3(CC(F)(F)C3)C(N)=N2)c1.Br,0
41178,1,COC(=O)Cc1cc2ccc(F)cc2c(C(=O)O)c1C.Fc1ccc(N2CCNCC2)cc1>>COC(=O)Cc1cc2ccc(F)cc2c(C(=O)N2CCN(c3ccc(F)cc3)CC2)c1C.O,2
9235,7,CCOC(=O)CC1CCC2(C1)OCC(CO)O2.Cc1ccc(S(=O)(=O)Cl)cc1>>CCOC(=O)CC1CCC2(C1)OCC(COS(=O)(=O)c1ccc(C)cc1)O2.Cl,31
12148,3,COc1cc(C=O)nn1-c1ccc(C(F)(F)F)cc1.C[C@@H](N)c1ccccc1.[H].[H]>>COc1cc(CN[C@H](C)c2ccccc2)nn1-c1ccc(C(F)(F)F)cc1.O,12
47589,1,CC(C)(C)OC(=O)NC1CCC(N(C(=O)OC(C)(C)C)[C@@H]2C[C@H]2c2cnc(Br)s2)CC1.Nc1cccc(B(O)O)c1>>CC(C)(C)OC(=O)NC1CCC(N(C(=O)OC(C)(C)C)[C@@H]2C[C@H]2c2cnc(-c3cccc(N)c3)s2)CC1.B(O)(O)Br,15
15365,2,CCI.OC1(c2cccc(Cl)c2F)CCNC1>>CCN1CCC(O)(c2cccc(Cl)c2F)C1.I,19
26237,5,COc1ccc(CN(c2ccc(C)cn2)c2cc(Cl)nn3c(C(=O)O)cnc23)cc1.Nc1ccncc1>>COc1ccc(CN(c2ccc(C)cn2)c2cc(Cl)nn3c(C(=O)Nc4ccncc4)cnc23)cc1.O,2
25569,1,CCOP(=O)(Cc1ccccc1C=O)OCC.NNC(N)=S>>CCOP(=O)(Cc1ccccc1C=NNC(N)=S)OCC.O,36
35558,6,CS(=O)(=O)Cl.OCc1ccc(C2(O)COC2)cc1>>CS(=O)(=O)OCc1ccc(C2(O)COC2)cc1.Cl,31
34145,1,CC1(C)OB(c2ccc(N)cc2)OC1(C)C.C[C@H]1COCCN1c1cc(C2(S(=O)(=O)c3ccc(F)cc3)CCC2)nc(Cl)n1>>C[C@H]1COCCN1c1cc(C2(S(=O)(=O)c3ccc(F)cc3)CCC2)nc(-c2ccc(N)cc2)n1.CC1(C)OB(Cl)OC1(C)C,1
15614,3,CC(CN)c1ccc(-c2ccsc2)cc1.O=C(Cl)N1CCOCC1>>CC(CNC(=O)N1CCOCC1)c1ccc(-c2ccsc2)cc1.Cl,7
36439,6,CCO.Cc1ccc(N)cc1O>>CCNc1ccc(C)c(O)c1.O,2
34367,3,Nc1ncc(Br)cc1F.CC(C)(C)OC(=O)C[Zn]Cl>>CC(C)(C)OC(=O)Cc1cnc(N)c(F)c1.Cl[Zn]Br,170
14993,2,CCC(=O)NCCN1C(=O)C2(CCC2)Sc2cc(C)c(C(=O)N(C(C)C)[C@@H]3CCCN(C(=O)OC(C)(C)C)C3)cc21.O>>CCC(=O)NCCN1C(=O)C2(CCC2)Sc2cc(C)c(C(=O)N(C(C)C)[C@@H]3CCCNC3)cc21.CC(C)(C)OC(=O)O,18
41862,6,N#CC(=CCC(c1ccc(Cl)cc1)C1CC1)c1cccc(Oc2ccccc2)c1.[H].[H]>>N#CC(CCC(c1ccc(Cl)cc1)C1CC1)c1cccc(Oc2ccccc2)c1,21
49810,3,C1COCCN1.Nc1cc(Cl)ccc1[N+](=O)[O-]>>Nc1cc(N2CCOCC2)ccc1[N+](=O)[O-].Cl,7
31049,2,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CN)n2C)c1ccccn1.N#Cc1ccc(Cl)nc1>>CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C#N)cn1)n2C)c1ccccn1.Cl,7
22186,2,CC1CNCCN1.Clc1nccnc1OCC1COc2ccccc2O1>>CC1CN(c2nccnc2OCC2COc3ccccc3O2)CCN1.Cl,7
671,1,O=Cc1cc(Br)cs1.OCc1ccc(B(O)O)cc1>>O=Cc1cc(-c2ccc(CO)cc2)cs1.B(O)(O)Br,15
41648,2,COC(=O)C1CCC(CNC(=O)N2C[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)CC1.O>>CC(C)(C)C[C@@H]1CN(C(=O)NCC2CCC(C(=O)O)CC2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F.CO,23
49299,2,CC(C)c1cc(Cl)ncc1C(=O)NCC1CCC1.Cc1cccc(N)c1>>Cc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCC3)cn2)c1.Cl,7
39076,2,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccccc3)c3cnc4c(ccn4C)c3)c(C)n2C)cc1F.I>>Cc1c(C(=O)N(c2ccccc2)c2cnc3c(ccn3C)c2)cc(-c2cc(F)c(O)cc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n1C.CI,27
43892,7,CC(C)(C)OC(=O)N1CCNCC1.Clc1ncnc2nc[nH]c12>>CC(C)(C)OC(=O)N1CCN(c2ncnc3nc[nH]c23)CC1.Cl,7
8939,6,CC(=O)NC[C@H]1CN(c2ccc(N3CCC(=O)CC3)c(F)c2)C(=O)O1.Nc1cccc([N+](=O)[O-])c1.N#C[Na]>>CC(=O)NC[C@H]1CN(c2ccc(N3CCC(C#N)(Nc4cccc([N+](=O)[O-])c4)CC3)c(F)c2)C(=O)O1.O[Na],83
49385,6,COC(=O)C1(C)CCc2onc(-c3ccc(Cl)cc3)c2CC1.O>>CC1(C(=O)O)CCc2onc(-c3ccc(Cl)cc3)c2CC1.CO,23
35223,1,CCCCCCCCBr.CCCCCCCCOc1ccc(-c2ccc3[nH]c4ccc(-c5ccc(OCCCCCCCC)cc5)cc4c3c2)cc1>>CCCCCCCCOc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(OCCCCCCCC)cc4)ccc2n3CCCCCCCC)cc1.Br,0
26921,1,CCCCC(C)(C)c1ccc(C=O)c(F)c1.[H].[H]>>CCCCC(C)(C)c1ccc(CO)c(F)c1,32
30170,1,CCOC(=O)c1nc(CNC(=O)c2ccc(Cl)s2)no1.Nc1ccc(N2CCOCC2=O)cc1F>>O=C(Nc1ccc(N2CCOCC2=O)cc1F)c1nc(CNC(=O)c2ccc(Cl)s2)no1.CCO,2
29056,6,COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1O.Clc1cncc(NCc2ccc(Cl)c(Cl)c2)n1>>COc1cc(-c2cncc(NCc3ccc(Cl)c(Cl)c3)n2)ccc1O.CC1(C)OB(Cl)OC1(C)C,1
42393,6,CN(Cc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)OC(C)(C)C.O>>CNCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.CC(C)(C)OC(=O)O,18
44532,2,CN=C=O.Nc1ccc(Oc2ccc3sncc3c2)c(C(F)(F)F)c1>>CNC(=O)Nc1ccc(Oc2ccc3sncc3c2)c(C(F)(F)F)c1,10
5921,2,COC(=O)CCc1ccccc1OCCCc1oc(-n2ccnc2C)nc1-c1ccc(Cl)cc1.O.[H].[H].[H].[H]>>Cc1nccn1-c1nc(-c2ccc(Cl)cc2)c(CCCOc2ccccc2CCCO)o1.CO.O,4
3973,6,CCCCCNC(=O)c1ccc(Cl)nn1.O=C(c1ccccc1C(F)(F)F)N1CCNCC1>>CCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1.Cl,7
23582,2,CC(C)(C)OC(=O)N1CCC(c2nc3cc(Br)ccc3o2)CC1.CC1(C)OB(c2ccc(C(N)=O)c(Cl)c2)OC1(C)C>>CC(C)(C)OC(=O)N1CCC(c2nc3cc(-c4ccc(C(N)=O)c(Cl)c4)ccc3o2)CC1.CC1(C)OB(Br)OC1(C)C,15
8238,3,CCCCc1cc2cc(OC)ccc2c(O)c1-c1ccccc1.O=Cc1ccc(F)cc1>>CCCCc1cc2cc(OC)ccc2c(Oc2ccc(C=O)cc2)c1-c1ccccc1.F,64
23986,8,COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(B3OC(C)(C)C(C)(C)O3)cc12.O=C(O)c1cc(I)cc(F)c1NC1CCC(O)CC1>>COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(-c3cc(F)c(NC4CCC(O)CC4)c(C(=O)O)c3)cc12.CC1(C)OB(I)OC1(C)C,49
45031,2,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C1CCCN1>>CC(C)(C)OC(=O)N1CCCC1=O.CC(C)(C)OC(=O)O,2
26283,7,COC(=O)c1cccc(COc2ccc(C#N)cc2)c1.O.[H].[H].[H].[H]>>N#Cc1ccc(OCc2cccc(CO)c2)cc1.CO.O,4
2824,6,C#C[C@]1(O)CCN(C)C1=O.NC(=O)c1cc(C2CC2)n(-c2cc(I)ccn2)n1>>CN1CC[C@@](O)(C#Cc2ccnc(-n3nc(C(N)=O)cc3C3CC3)c2)C1=O.I,25
11280,3,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12.O=CC1CC1.[H].[H]>>CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(NCC6CC6)CC5)c(OC)cc34)ccc12.O,12
18795,2,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.c1cc2c(o1)CCNCC2>>CC(C)(C)OC(=O)N1CCc2ccoc2CC1.CC(C)(C)OC(=O)O,2
6476,2,COc1ccc2c(c1)C(=O)CO2.O=Cc1ccccc1>>COc1ccc2c(c1)C(=O)C(=Cc1ccccc1)O2.O,26
23961,4,Nc1cc(Cl)cc(C(=O)O)c1Cl.O=S(=O)(CO)CCCl>>O=C(O)c1cc(Cl)cc(NCS(=O)(=O)CCCl)c1Cl.O,2
41236,7,CC#CCn1c(Cl)c(C(=O)OC)c2nc[nH]c(=O)c21.COc1cccc(C(=O)CBr)c1>>CC#CCn1c(Cl)c(C(=O)OC)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21.Br,0
4162,3,CCOC(=O)c1ncc(C(=O)OC(C)(C)C)[nH]1.Clc1ccc(-c2cc(CBr)no2)s1>>CCOC(=O)c1ncc(C(=O)OC(C)(C)C)n1Cc1cc(-c2ccc(Cl)s2)on1.Br,0
2446,9,O=C1CCc2ccc(C=CCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1.[H].[H]>>O=C1CCc2ccc(CCCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1,21
39508,1,CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1NC(=O)c1ccc(I)cc1OCc1ccccc1.CNCCN(C)C>>CN(C)CCN(C)c1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2C(=O)OC(C)(C)C)c(OCc2ccccc2)c1.I,19
3337,3,CCOC(=O)c1ccc(CNC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)nc1.O>>CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCc2ccc(C(=O)O)cn2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F.CCO,23
7890,6,COC(=O)[C@H](C(C)C)N1Cc2cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccc2C1=O.O>>CC(C)[C@@H](C(=O)O)N1Cc2cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccc2C1=O.CO,23
17802,8,COCc1ccc(-c2cc(Cc3ccc(O)cc3)no2)c(N)n1.ClCc1ccccn1>>COCc1ccc(-c2cc(Cc3ccc(OCc4ccccn4)cc3)no2)c(N)n1.Cl,9
31305,9,CCOC(=O)c1cc2cccc(NS(=O)(=O)c3ccccc3C(F)(F)F)c2[nH]1.CI>>CCOC(=O)c1cc2cccc(N(C)S(=O)(=O)c3ccccc3C(F)(F)F)c2[nH]1.I,19
2962,1,COCCCCC#Cc1ccc([C@@H]2CC[C@](N)(C(=O)OC)C2)cc1.[H].[H].[H].[H]>>COCCCCCCc1ccc([C@@H]2CC[C@](N)(C(=O)OC)C2)cc1,61
43171,6,COc1ccc(C(=O)Cl)cc1.Cc1oc2c(C)c(C)c(N)c(C)c2c1-c1ccc(F)cc1>>COc1ccc(C(=O)Nc2c(C)c(C)c3oc(C)c(-c4ccc(F)cc4)c3c2C)cc1.Cl,7
5592,1,CC(C)=O.Nc1cncnc1.[H].[H]>>CC(C)Nc1cncnc1.O,12
48761,1,CCOC(=O)Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.Cc1noc(-c2ccc(Br)cc2)c1NC(=O)OC(C)c1cc(F)ccc1F>>CCOC(=O)Cc1ccc(-c2ccc(-c3onc(C)c3NC(=O)OC(C)c3cc(F)ccc3F)cc2)cc1.CC1(C)OB(Br)OC1(C)C,15
48549,1,Cc1ncsc1-c1ccc(C#N)c(O)c1.[H].[H].[H].[H]>>Cc1ncsc1-c1ccc(CN)c(O)c1,55
41221,1,C[C@H]1CN(Cc2ccc(N)cc2)CCN1C(=O)OC(C)(C)C.O=S(=O)(Cl)c1ccc(Cl)nc1>>C[C@H]1CN(Cc2ccc(NS(=O)(=O)c3ccc(Cl)nc3)cc2)CCN1C(=O)OC(C)(C)C.Cl,3
24193,2,COc1ccc(B(O)O)cc1.O=C1N(Cc2ccccn2)c2cccc(Br)c2C12COc1cc3c(cc12)OCCO3>>COc1ccc(-c2cccc3c2C2(COc4cc5c(cc42)OCCO5)C(=O)N3Cc2ccccn2)cc1.B(O)(O)Br,15
11803,6,CC(C)c1cccc(C(C)C)c1N=C=O.CCCCCCCCCCCCCCS(N)(=O)=O>>CCCCCCCCCCCCCCS(=O)(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C,10
11447,3,CCOc1cc2c(cc1Br)OCO2.Cn1c(S)nc(C(N)=O)c1N>>CCOc1cc2c(cc1Sc1nc(C(N)=O)c(N)n1C)OCO2.Br,13
33039,1,CC(C)(Br)C(=O)Cl.Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(N)c2c1>>Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NC(=O)C(C)(C)Br)c2c1.Cl,7
9351,3,CN(C)C=O.COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1.[H].[H]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1.Br.CNC,106
40524,1,COC(=O)c1ccc(Br)cc1OC.C[C@@H]1COC(=O)N1>>COC(=O)c1ccc(N2C(=O)OC[C@H]2C)cc1OC.Br,0
36577,8,CCCCCC1=CCC(C(=O)O)CC1.[H].[H].[H].[H]>>CCCCCC1=CCC(CO)CC1.O,4
41845,6,Fc1cc(Br)ccc1CBr.N#C[Na]>>N#CCc1ccc(Br)cc1F.[Na]Br,58
10933,3,CC1(C)OB(c2ccc(N3C[C@H](Cn4cc(CF)nn4)OC3=O)cc2F)OC1(C)C.OC[C@@H]1CC(c2ccc(Br)cn2)=NO1>>O=C1O[C@@H](Cn2cc(CF)nn2)CN1c1ccc(-c2ccc(C3=NO[C@H](CO)C3)nc2)c(F)c1.CC1(C)OB(Br)OC1(C)C,15
37123,2,NCc1cccnc1.O=C=Nc1ccc(S)cc1>>O=C(NCc1cccnc1)Nc1ccc(S)cc1,10
4739,3,CC(C)N=C=O.OCCc1nccn1CCCCc1ccc(OCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1>>CC(C)NC(=O)OCCc1nccn1CCCCc1ccc(OCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,63
29302,3,N#Cc1cnc(-c2nn(Cc3ccccc3F)c3ccccc23)nc1Cl.Nc1ccncc1>>N#Cc1cnc(-c2nn(Cc3ccccc3F)c3ccccc23)nc1Nc1ccncc1.Cl,7
44979,2,N[C@@]12C(=O)OC[C@@H]1[C@@H]2c1ccccc1.O=S(=O)(Cl)c1ccc(-c2cc(C(F)(F)F)on2)s1>>O=C1OC[C@@H]2[C@H](c3ccccc3)[C@]12NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)on2)s1.Cl,3
34721,1,COC(=O)/C=C/c1c(O)cccc1C#CCCCCO.COC(=O)CCCCCCCCBr>>COC(=O)/C=C/c1c(C#CCCCCO)cccc1OCCCCCCCCC(=O)OC.Br,14
11068,3,CCCC[C@H]1CN(C(=O)c2cccc3ccccc23)CCN1.O=Cc1cccnc1.[H].[H]>>CCCC[C@H]1CN(C(=O)c2cccc3ccccc23)CCN1Cc1cccnc1.O,12
4960,6,COc1ccc(F)cc1S.CS(=O)(=O)c1ccc(F)c(Cl)c1>>COc1ccc(F)cc1Sc1ccc(S(C)(=O)=O)cc1Cl.F,120
12849,1,CCOC(=O)c1cccc2c1N1CN=C(C)C1=Cc1cncnc1-2.O>>CC1=NCN2C1=Cc1cncnc1-c1cccc(C(=O)O)c12.CCO,23
26569,1,CNOC.O=C(O)c1cccc(F)c1F>>CON(C)C(=O)c1cccc(F)c1F.O,2
49203,1,CO.O=C(O)c1cc2c(ncn2-c2cccc(-c3ccsc3)c2)[nH]1>>COC(=O)c1cc2c(ncn2-c2cccc(-c3ccsc3)c2)[nH]1.O,23
34443,1,COC(=O)c1ccc(Br)cc1F.N#C[Na]>>COC(=O)c1ccc(C#N)cc1F.[Na]Br,58
13048,1,CCOC(=O)c1cnc(N2CCNCC2)c(Cl)c1.COc1ccccc1N=C=O>>CCOC(=O)c1cnc(N2CCN(C(=O)Nc3ccccc3OC)CC2)c(Cl)c1,10
37117,1,CC(C)(C)OC(=O)N1CCc2nc(N3CC[C@H](N)C3=O)sc2C1.O=S(=O)(Cl)/C=C/c1ccc(Cl)s1>>CC(C)(C)OC(=O)N1CCc2nc(N3CC[C@H](NS(=O)(=O)/C=C/c4ccc(Cl)s4)C3=O)sc2C1.Cl,3
32304,6,O=C(Cl)CCCCCCc1ccccc1.O=c1cc(O)c2cccnc2n1-c1ccccc1>>O=C(CCCCCCc1ccccc1)Oc1cc(=O)n(-c2ccccc2)c2ncccc12.Cl,9
47692,2,COC(=O)C(C)(C)Oc1ccc(OCCBr)cc1C.Nc1nc(-c2ccc(C(F)(F)F)cc2)cs1>>COC(=O)C(C)(C)Oc1ccc(OCCNc2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1C.Br,0
5013,9,CCCCCCc1nc2cnc3ccccc3c2n1CCCCN.O=C=Nc1ccccc1>>CCCCCCc1nc2cnc3ccccc3c2n1CCCCNC(=O)Nc1ccccc1,10
7660,2,CC(C)(C)OC(=O)N1CC(c2cc(-c3ccc(F)cc3)nn2-c2ncccn2)CCC1CCc1ccccc1.O>>Fc1ccc(-c2cc(C3CCC(CCc4ccccc4)NC3)n(-c3ncccn3)n2)cc1.CC(C)(C)OC(=O)O,18
49901,1,CCOC(=O)C(N)CO.O=Cc1ccc(C(=O)O)cc1>>CCOC(=O)C(CO)NC(=O)c1ccc(C=O)cc1.O,2
31350,1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O.O=Cc1ccc([N+](=O)[O-])cc1>>CC12CCC3c4ccc(O)cc4CCC3C1CC(=Cc1ccc([N+](=O)[O-])cc1)C2=O.O,26
23512,1,COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(CN(C)C(=O)OC(C)(C)C)cc4)c3)c2cc1OC.O>>CNCc1ccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)cc1.CC(C)(C)OC(=O)O,18
41174,7,CCCN(C1CCC1)[C@H]1COc2c(F)ccc(OC)c2C1.I>>CCCN(C1CCC1)[C@H]1COc2c(F)ccc(O)c2C1.CI,27
25112,3,O=C1C=CC(=O)c2ccccc21.[H].[H]>>O=C1CCC(=O)c2ccccc21,21
45267,2,Cn1nc(C(F)(F)F)c(C=O)c1Cl.Nc1nc(N2CCNCC2)cn2nc(-c3ccco3)nc12.[H].[H]>>Cn1nc(C(F)(F)F)c(CN2CCN(c3cn4nc(-c5ccco5)nc4c(N)n3)CC2)c1Cl.O,12
6098,9,O=C(CBr)Nc1cnccn1.O=C(O[C@H]1CN2CCC1CC2)C1(c2ccccc2)CCCCCC1.Cl>>Br.O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(c3ccccc3)CCCCCC1)C2)Nc1cnccn1.[Cl-],5
102,6,CC(C)(C)OC(=O)NCCc1ccc(Oc2ncccc2C(N)=O)cc1.O>>NCCc1ccc(Oc2ncccc2C(N)=O)cc1.CC(C)(C)OC(=O)O,18
9546,9,CC(C)(C)OC(=O)NS(=O)(=O)NCc1cccc(Oc2cc(F)c(F)c(Nc3ccc(I)cc3F)c2C(N)=O)c1.O>>NC(=O)c1c(Oc2cccc(CNS(N)(=O)=O)c2)cc(F)c(F)c1Nc1ccc(I)cc1F.CC(C)(C)OC(=O)O,18
37543,6,CC(C)(C)OC(=O)C[C@]1(CN)C[C@@H]2CC(C3CCCC3)=C[C@@H]21.O>>NC[C@@]1(CC(=O)O)C[C@@H]2CC(C3CCCC3)=C[C@@H]21.CC(C)(C)O,23
13039,3,COC(=O)C(COC(F)F)N(Cc1ccccc1)Cc1ccccc1.O>>O=C(O)C(COC(F)F)N(Cc1ccccc1)Cc1ccccc1.CO,23
25298,1,CC(C)(C)OC(=O)N1CCN(Cc2ccc(Br)cc2Oc2ccccc2)CC1.Cc1cccc(B(O)O)c1>>Cc1cccc(-c2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)c(Oc3ccccc3)c2)c1.B(O)(O)Br,15
31167,4,CC1(C)COC(c2ccccc2-c2ccc(C(=O)O)cc2)=N1.[H].[H].[H].[H]>>CC1(C)COC(c2ccccc2-c2ccc(CO)cc2)=N1.O,4
30592,4,COC(=O)NC(CCS(C)(=O)=O)(Cc1cccc(C#N)c1)C(=O)O.N#Cc1ccc(CNC(=O)CN)s1>>COC(=O)NC(CCS(C)(=O)=O)(Cc1cccc(C#N)c1)C(=O)NCC(=O)NCc1ccc(C#N)s1.O,2
9080,6,CCOC(=O)c1nc2cc(C(C(C)C)n3ccnc3)ccc2[nH]c1=O.O>>CC(C)C(c1ccc2[nH]c(=O)c(C(=O)O)nc2c1)n1ccnc1.CCO,23
20974,6,COc1ccc(Nc2nc(Cl)ncc2I)cn1.NC1CCCC1>>COc1ccc(Nc2nc(NC3CCCC3)ncc2I)cn1.Cl,7
13776,1,CC(C)N.Cc1onc(-c2ccc(F)cc2)c1CNc1cc(C(=O)O)n(C)n1>>Cc1onc(-c2ccc(F)cc2)c1CNc1cc(C(=O)NC(C)C)n(C)n1.O,2
4489,4,CC(C)(C)OC(=O)N1CCCC(c2cc(-c3c(O)cccc3O)nc(N)n2)C1.CCI>>CCOc1cccc(O)c1-c1cc(C2CCCN(C(=O)OC(C)(C)C)C2)nc(N)n1.I,41
8294,6,CCC(=O)Oc1ccc(N)cc1C(=O)O.Fc1c(F)c(C(F)(F)F)c(F)c(F)c1CBr>>CCC(=O)Oc1ccc(NCc2c(F)c(F)c(C(F)(F)F)c(F)c2F)cc1C(=O)O.Br,0
36784,2,OB(O)C1=CCCC1.OC1CCCC(Nc2ccc3ncc(-c4ccnc(Cl)c4)n3c2)C1>>OC1CCCC(Nc2ccc3ncc(-c4ccnc(C5=CCCC5)c4)n3c2)C1.B(O)(O)Cl,1
30997,6,FC(F)(F)c1n[nH]c2c1COCC2.O=S(=O)(NCC1CCCO1)c1ccc(I)cc1>>O=S(=O)(NCC1CCCO1)c1ccc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1.I,19
31092,1,CCN1CCNCC1.O=C(Nc1ccc(CBr)c(C(F)(F)F)c1)C(F)(F)F>>CCN1CCN(Cc2ccc(NC(=O)C(F)(F)F)cc2C(F)(F)F)CC1.Br,0
8653,2,C#CCN(Cc1cc2c(=O)n(C)c(COS(C)(=O)=O)nc2cc1Cl)c1ccc(C(=O)OC(C)(C)C)cc1.c1ccc(N2CCNCC2)cc1>>C#CCN(Cc1cc2c(=O)n(C)c(CN3CCN(c4ccccc4)CC3)nc2cc1Cl)c1ccc(C(=O)OC(C)(C)C)cc1.CS(=O)(=O)O,2
